จังหวัด, อำเภอ, ตำบล, PM2.5, PM2.5 เฉลี่ย24ชั่วโมงต่อเนื่อง, เวลา
กรุงเทพมหานคร,บางซื่อ,บางซื่อ,19.923964280348557,19.93666413139696,2026-01-17 07:00:00
กรุงเทพมหานคร,หนองจอก,ลำผักชี,27.137828480113637,21.123857928151327,2026-01-17 07:00:00
กรุงเทพมหานคร,พระนคร,บวรนิเวศ,18.17660903930664,20.979271781281536,2026-01-17 07:00:00
กรุงเทพมหานคร,บางขุนเทียน,ท่าข้าม,19.277308146158855,19.086421588484022,2026-01-17 07:00:00
กรุงเทพมหานคร,บางรัก,สี่พระยา,17.830795288085938,21.436696206212627,2026-01-17 07:00:00
กรุงเทพมหานคร,มีนบุรี,มีนบุรี,25.894994099934895,20.418827934398873,2026-01-17 07:00:00
กรุงเทพมหานคร,บึงกุ่ม,นวมินทร์,22.91426641290838,19.86541793929391,2026-01-17 07:00:00
กรุงเทพมหานคร,ตลิ่งชัน,บางระมาด,20.959578664679277,18.813888541485458,2026-01-17 07:00:00
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,วัดโสมนัส,18.216428756713867,21.290524374896894,2026-01-17 07:00:00
กรุงเทพมหานคร,พระนคร,วัดราชบพิธ,17.97776222229004,21.492805050316026,2026-01-17 07:00:00
กรุงเทพมหานคร,ภาษีเจริญ,บางหว้า,19.803933950570915,19.257608569756012,2026-01-17 07:00:00
กรุงเทพมหานคร,ดุสิต,สวนจิตรลดา,18.448530832926433,19.453778465819976,2026-01-17 07:00:00
กรุงเทพมหานคร,พญาไท,พญาไท,19.150193956163193,20.51941025294536,2026-01-17 07:00:00
กรุงเทพมหานคร,หนองแขม,หนองแขม,23.202864583333334,19.51075300005599,2026-01-17 07:00:00
กรุงเทพมหานคร,คลองเตย,คลองตัน,18.692574818929035,19.980790281329938,2026-01-17 07:00:00
กรุงเทพมหานคร,ห้วยขวาง,ห้วยขวาง,19.99778331409801,20.16507757561702,2026-01-17 07:00:00
กรุงเทพมหานคร,หนองจอก,คลองสิบ,28.36807158499053,20.006357882857596,2026-01-17 07:00:00
กรุงเทพมหานคร,หนองจอก,หนองจอก,28.291378997093023,19.76935904545402,2026-01-17 07:00:00
กรุงเทพมหานคร,พญาไท,สามเสนใน,19.4962851784446,20.47875218517147,2026-01-17 07:00:00
กรุงเทพมหานคร,พระนคร,พระบรมมหาราชวัง,18.183417002360027,21.87474742316793,2026-01-17 07:00:00
กรุงเทพมหานคร,ดอนเมือง,สนามบิน,25.514150390625,20.25559923185137,2026-01-17 07:00:00
กรุงเทพมหานคร,บางซื่อ,วงศ์สว่าง,20.383107503255207,19.93167470887848,2026-01-17 07:00:00
กรุงเทพมหานคร,ราชเทวี,มักกะสัน,18.795625959123885,19.747902431376314,2026-01-17 07:00:00
กรุงเทพมหานคร,คลองสามวา,ทรายกองดิน,27.437615966796876,23.459209121226408,2026-01-17 07:00:00
กรุงเทพมหานคร,หนองจอก,กระทุ่มราย,27.75706787109375,19.375183131785665,2026-01-17 07:00:00
กรุงเทพมหานคร,บางขุนเทียน,แสมดำ,20.50285364369877,19.175765703037754,2026-01-17 07:00:00
กรุงเทพมหานคร,พระโขนง,บางจาก,19.149518694196427,20.906418004447143,2026-01-17 07:00:00
กรุงเทพมหานคร,คลองสาน,คลองสาน,17.701748657226563,19.20120749546101,2026-01-17 07:00:00
กรุงเทพมหานคร,บางนา,บางนาใต้,18.764514425526496,23.7322603028223,2026-01-17 07:00:00
กรุงเทพมหานคร,พระนคร,บ้านพานถม,18.205474853515625,20.309508711279765,2026-01-17 07:00:00
กรุงเทพมหานคร,บางรัก,สุริยวงศ์,17.857157897949218,21.46218752332587,2026-01-17 07:00:00
กรุงเทพมหานคร,พระนคร,วัดสามพระยา,18.375913619995117,19.775811062116915,2026-01-17 07:00:00
กรุงเทพมหานคร,ยานนาวา,บางโพงพาง,17.614305114746095,21.04033565763871,2026-01-17 07:00:00
กรุงเทพมหานคร,บางเขน,ท่าแร้ง,24.93027630974265,21.95595757706651,2026-01-17 07:00:00
กรุงเทพมหานคร,สาทร,ยานนาวา,17.70524161202567,19.951290335127243,2026-01-17 07:00:00
กรุงเทพมหานคร,ดุสิต,วชิรพยาบาล,18.5553716023763,19.46748779442073,2026-01-17 07:00:00
กรุงเทพมหานคร,ยานนาวา,ช่องนนทรี,17.871793619791667,21.302008840171613,2026-01-17 07:00:00
กรุงเทพมหานคร,ดอนเมือง,สีกัน,25.59316168891059,19.842319649335682,2026-01-17 07:00:00
กรุงเทพมหานคร,บางกอกน้อย,บางขุนศรี,19.157176971435547,18.986010044713577,2026-01-17 07:00:00
กรุงเทพมหานคร,ประเวศ,ประเวศ,21.09986114501953,19.894781475801143,2026-01-17 07:00:00
กรุงเทพมหานคร,พระนคร,เสาชิงช้า,18.07701301574707,21.114599561969786,2026-01-17 07:00:00
กรุงเทพมหานคร,ดินแดง,ดินแดง,19.44920231745793,19.60664245881971,2026-01-17 07:00:00
กรุงเทพมหานคร,ธนบุรี,ดาวคะนอง,17.839705149332683,20.493945588139344,2026-01-17 07:00:00
กรุงเทพมหานคร,บางพลัด,บางอ้อ,19.295812606811523,19.807424032319854,2026-01-17 07:00:00
กรุงเทพมหานคร,ตลิ่งชัน,คลองชักพระ,19.309101104736328,18.323488069027878,2026-01-17 07:00:00
กรุงเทพมหานคร,จตุจักร,จันทรเกษม,21.58216094970703,20.225539556806172,2026-01-17 07:00:00
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,บ้านบาตร,17.960391998291016,21.710313968246027,2026-01-17 07:00:00
กรุงเทพมหานคร,ห้วยขวาง,บางกะปิ,19.691641489664715,19.855197928819745,2026-01-17 07:00:00
กรุงเทพมหานคร,ธนบุรี,วัดกัลยาณ์,17.93133544921875,20.510223720183046,2026-01-17 07:00:00
กรุงเทพมหานคร,ภาษีเจริญ,คลองขวาง,20.83013916015625,19.489945294002002,2026-01-17 07:00:00
กรุงเทพมหานคร,หลักสี่,ทุ่งสองห้อง,23.01130859375,20.737387458153147,2026-01-17 07:00:00
กรุงเทพมหานคร,ปทุมวัน,วังใหม่,18.174400329589844,22.22518116689456,2026-01-17 07:00:00
กรุงเทพมหานคร,ตลิ่งชัน,ฉิมพลี,21.120247734917534,18.5710656705123,2026-01-17 07:00:00
กรุงเทพมหานคร,สะพานสูง,สะพานสูง,22.95833740234375,22.400910740687397,2026-01-17 07:00:00
กรุงเทพมหานคร,สายไหม,ออเงิน,26.368838223544035,21.41927960191353,2026-01-17 07:00:00
กรุงเทพมหานคร,ลาดกระบัง,คลองสามประเวศ,24.68358154296875,20.377363271061053,2026-01-17 07:00:00
กรุงเทพมหานคร,ลาดกระบัง,ทับยาว,25.00370379192073,21.007231738712687,2026-01-17 07:00:00
กรุงเทพมหานคร,หนองจอก,คู้ฝั่งเหนือ,28.305267333984375,20.83095490782559,2026-01-17 07:00:00
กรุงเทพมหานคร,ธนบุรี,สำเหร่,17.688231150309246,20.47193735453915,2026-01-17 07:00:00
กรุงเทพมหานคร,ราษฎร์บูรณะ,ราษฎร์บูรณะ,17.46869659423828,19.745703513481065,2026-01-17 07:00:00
กรุงเทพมหานคร,บางแค,บางไผ่,22.730926513671875,20.414754274102446,2026-01-17 07:00:00
กรุงเทพมหานคร,ลาดกระบัง,ลาดกระบัง,23.309901310847355,20.210309538963397,2026-01-17 07:00:00
กรุงเทพมหานคร,พระนคร,ชนะสงคราม,18.274107615152996,20.615501149638096,2026-01-17 07:00:00
กรุงเทพมหานคร,บึงกุ่ม,นวลจันทร์,23.767195638020834,20.079579610826435,2026-01-17 07:00:00
กรุงเทพมหานคร,บางกอกน้อย,อรุณอมรินทร์,18.943516322544642,19.02785618380398,2026-01-17 07:00:00
กรุงเทพมหานคร,พระนคร,วังบูรพาภิรมย์,17.949012756347656,21.70165347904222,2026-01-17 07:00:00
กรุงเทพมหานคร,บางคอแหลม,บางคอแหลม,17.511298043387278,19.999770941197816,2026-01-17 07:00:00
กรุงเทพมหานคร,บางรัก,บางรัก,17.724441528320312,21.446955278198505,2026-01-17 07:00:00
กรุงเทพมหานคร,จตุจักร,ลาดยาว,21.67327117919922,20.009563760071327,2026-01-17 07:00:00
กรุงเทพมหานคร,ราษฎร์บูรณะ,บางปะกอก,17.59923117501395,19.747668264225116,2026-01-17 07:00:00
กรุงเทพมหานคร,พระนคร,สำราญราษฎร์,17.960391998291016,21.344532871524837,2026-01-17 07:00:00
กรุงเทพมหานคร,บางแค,หลักสอง,22.231124074835527,20.56219382643188,2026-01-17 07:00:00
กรุงเทพมหานคร,บางเขน,อนุสาวรีย์,23.894461495535715,21.674940058555507,2026-01-17 07:00:00
กรุงเทพมหานคร,หนองจอก,โคกแฝด,27.82955046622984,20.54076156201396,2026-01-17 07:00:00
กรุงเทพมหานคร,บางพลัด,บางพลัด,19.092559814453125,19.80797771973339,2026-01-17 07:00:00
กรุงเทพมหานคร,ธนบุรี,บางยี่เรือ,17.939208984375,20.49413359443444,2026-01-17 07:00:00
กรุงเทพมหานคร,ธนบุรี,ตลาดพลู,18.35859489440918,20.49897420684594,2026-01-17 07:00:00
กรุงเทพมหานคร,บางบอน,คลองบางบอน,20.535803476969402,22.771781573024725,2026-01-17 07:00:00
กรุงเทพมหานคร,ธนบุรี,หิรัญรูจี,17.819486618041992,20.49066539883711,2026-01-17 07:00:00
กรุงเทพมหานคร,บางกอกใหญ่,วัดอรุณ,18.10003089904785,20.42820869640796,2026-01-17 07:00:00
กรุงเทพมหานคร,วังทองหลาง,สะพานสอง,21.440893990652903,22.17301903947748,2026-01-17 07:00:00
กรุงเทพมหานคร,ดินแดง,รัชดาภิเษก,20.22991943359375,19.576239990857815,2026-01-17 07:00:00
กรุงเทพมหานคร,บางกอกน้อย,ศิริราช,18.436300659179686,18.896478319036977,2026-01-17 07:00:00
กรุงเทพมหานคร,สัมพันธวงศ์,จักรวรรดิ,17.81935755411784,20.744047376154345,2026-01-17 07:00:00
กรุงเทพมหานคร,สวนหลวง,สวนหลวง,19.76548957824707,20.003615484627517,2026-01-17 07:00:00
กรุงเทพมหานคร,ประเวศ,ดอกไม้,20.32008693529212,20.03150664615515,2026-01-17 07:00:00
กรุงเทพมหานคร,ลาดกระบัง,คลองสองต้นนุ่น,23.819561767578126,20.091998516066344,2026-01-17 07:00:00
กรุงเทพมหานคร,หลักสี่,ตลาดบางเขน,23.180193219866073,20.879666776553936,2026-01-17 07:00:00
กรุงเทพมหานคร,จอมทอง,บางค้อ,18.304323196411133,19.471973305580644,2026-01-17 07:00:00
กรุงเทพมหานคร,ทุ่งครุ,บางมด,17.79944490131579,23.646702079799564,2026-01-17 07:00:00
กรุงเทพมหานคร,คลองสาน,คลองต้นไทร,17.645132882254465,18.550529424315066,2026-01-17 07:00:00
กรุงเทพมหานคร,พระนคร,ศาลเจ้าพ่อเสือ,18.090015411376953,21.238705571771018,2026-01-17 07:00:00
กรุงเทพมหานคร,ลาดกระบัง,ขุมทอง,24.75809363162879,21.30030057635054,2026-01-17 07:00:00
กรุงเทพมหานคร,คลองสามวา,บางชัน,26.054117136988147,23.116625939307212,2026-01-17 07:00:00
กรุงเทพมหานคร,บางคอแหลม,วัดพระยาไกร,17.481184641520183,20.2369195470289,2026-01-17 07:00:00
กรุงเทพมหานคร,บางแค,บางแค,21.25880080003005,20.16281560832543,2026-01-17 07:00:00
กรุงเทพมหานคร,ทวีวัฒนา,ศาลาธรรมสพน์,23.503318786621094,23.831355378696216,2026-01-17 07:00:00
กรุงเทพมหานคร,จตุจักร,จตุจักร,20.49661075367647,20.29721832895368,2026-01-17 07:00:00
กรุงเทพมหานคร,บางคอแหลม,บางโคล่,17.49751516488882,19.743482952851924,2026-01-17 07:00:00
กรุงเทพมหานคร,สัมพันธวงศ์,สัมพันธวงศ์,17.817241668701172,20.559649699437667,2026-01-17 07:00:00
กรุงเทพมหานคร,คลองเตย,คลองเตย,18.475671768188477,19.997334111212524,2026-01-17 07:00:00
กรุงเทพมหานคร,จอมทอง,จอมทอง,18.384508573091946,19.523680883082246,2026-01-17 07:00:00
กรุงเทพมหานคร,บางพลัด,บางยี่ขัน,18.575143814086914,19.650624423154607,2026-01-17 07:00:00
กรุงเทพมหานคร,สะพานสูง,ราษฎร์พัฒนา,24.2400634765625,22.344531648506223,2026-01-17 07:00:00
กรุงเทพมหานคร,ลาดพร้าว,จรเข้บัว,22.94121844951923,19.849761085369764,2026-01-17 07:00:00
กรุงเทพมหานคร,ปทุมวัน,รองเมือง,18.021779378255207,22.23357755399478,2026-01-17 07:00:00
กรุงเทพมหานคร,หนองจอก,ลำต้อยติ่ง,33.59358410957532,25.02365485454469,2026-01-17 08:00:00
กรุงเทพมหานคร,วังทองหลาง,สะพานสอง,27.683683122907365,25.38679796178828,2026-01-17 08:00:00
กรุงเทพมหานคร,จตุจักร,ลาดยาว,27.411039352416992,25.03776382375528,2026-01-17 08:00:00
กรุงเทพมหานคร,ธนบุรี,วัดกัลยาณ์,20.984472274780273,21.941385844307188,2026-01-17 08:00:00
กรุงเทพมหานคร,บางกอกใหญ่,วัดท่าพระ,21.028425428602432,22.33611756367361,2026-01-17 08:00:00
กรุงเทพมหานคร,บางกอกน้อย,บ้านช่างหล่อ,21.493549346923828,22.677028634615862,2026-01-17 08:00:00
กรุงเทพมหานคร,สายไหม,สายไหม,33.38343693659856,28.944409540400873,2026-01-17 08:00:00
กรุงเทพมหานคร,บางกอกน้อย,บางขุนศรี,21.845077514648438,23.36561916147191,2026-01-17 08:00:00
กรุงเทพมหานคร,บางบอน,บางบอนเหนือ,23.714029947916668,22.517694983036975,2026-01-17 08:00:00
กรุงเทพมหานคร,สะพานสูง,สะพานสูง,29.498665364583335,26.763767228552144,2026-01-17 08:00:00
กรุงเทพมหานคร,วังทองหลาง,พลับพลา,27.007850060096153,24.776809330659045,2026-01-17 08:00:00
กรุงเทพมหานคร,บางเขน,อนุสาวรีย์,30.41758074079241,26.61024491327349,2026-01-17 08:00:00
กรุงเทพมหานคร,สัมพันธวงศ์,สัมพันธวงศ์,21.2744083404541,22.042576859743377,2026-01-17 08:00:00
กรุงเทพมหานคร,บางแค,หลักสอง,23.33594392475329,29.596278589777437,2026-01-17 08:00:00
กรุงเทพมหานคร,หนองจอก,หนองจอก,35.28696175508721,26.862238410570196,2026-01-17 08:00:00
กรุงเทพมหานคร,สะพานสูง,ราษฎร์พัฒนา,30.88321329752604,26.3916609731268,2026-01-17 08:00:00
กรุงเทพมหานคร,พระนคร,บ้านพานถม,21.74854024251302,27.33134575847632,2026-01-17 08:00:00
กรุงเทพมหานคร,ลาดพร้าว,ลาดพร้าว,28.97302950345553,28.412212731445944,2026-01-17 08:00:00
กรุงเทพมหานคร,พระนคร,บางขุนพรหม,21.981908162434895,27.566317546670764,2026-01-17 08:00:00
กรุงเทพมหานคร,ตลิ่งชัน,บางระมาด,22.8394775390625,22.11678394412876,2026-01-17 08:00:00
กรุงเทพมหานคร,ทวีวัฒนา,ทวีวัฒนา,24.609504945816532,22.78508916656405,2026-01-17 08:00:00
กรุงเทพมหานคร,ภาษีเจริญ,บางแวก,21.615460713704426,24.086252172352005,2026-01-17 08:00:00
กรุงเทพมหานคร,บางพลัด,บางพลัด,22.68655734592014,24.828399612659144,2026-01-17 08:00:00
กรุงเทพมหานคร,ธนบุรี,ดาวคะนอง,20.51303990681966,22.232499199285172,2026-01-17 08:00:00
กรุงเทพมหานคร,พระนคร,สำราญราษฎร์,21.418628692626953,26.24472446604513,2026-01-17 08:00:00
กรุงเทพมหานคร,บางรัก,สีลม,21.62628428141276,25.293294443088186,2026-01-17 08:00:00
กรุงเทพมหานคร,สวนหลวง,พัฒนาการ,26.273221842447917,25.455891405643936,2026-01-17 08:00:00
กรุงเทพมหานคร,จอมทอง,บางค้อ,20.691144943237305,26.206057573501138,2026-01-17 08:00:00
กรุงเทพมหานคร,บางขุนเทียน,แสมดำ,22.53705334272541,23.296968850208756,2026-01-17 08:00:00
กรุงเทพมหานคร,ราษฎร์บูรณะ,ราษฎร์บูรณะ,20.679656982421875,24.370451578887327,2026-01-17 08:00:00
กรุงเทพมหานคร,คลองสามวา,สามวาตะวันออก,35.04007821712854,24.0154719019974,2026-01-17 08:00:00
กรุงเทพมหานคร,พระนคร,เสาชิงช้า,21.493118286132812,26.245294079819754,2026-01-17 08:00:00
กรุงเทพมหานคร,ภาษีเจริญ,คูหาสวรรค์,21.255050659179688,24.698847401990218,2026-01-17 08:00:00
กรุงเทพมหานคร,บางแค,บางแคเหนือ,23.25843200683594,29.50272902067142,2026-01-17 08:00:00
กรุงเทพมหานคร,บางกะปิ,คลองจั่น,28.768740446671195,25.790295892303618,2026-01-17 08:00:00
กรุงเทพมหานคร,ปทุมวัน,ลุมพินี,22.60476407137784,25.356941741143686,2026-01-17 08:00:00
กรุงเทพมหานคร,คลองเตย,คลองตัน,23.509310404459637,24.738668309140635,2026-01-17 08:00:00
กรุงเทพมหานคร,บางซื่อ,บางซื่อ,24.760526216947117,24.49611506018533,2026-01-17 08:00:00
กรุงเทพมหานคร,หนองจอก,โคกแฝด,34.92046134702621,25.358488049379275,2026-01-17 08:00:00
กรุงเทพมหานคร,หนองแขม,หนองแขม,24.147145589192707,24.67409965944329,2026-01-17 08:00:00
กรุงเทพมหานคร,บางนา,บางนาใต้,23.689277980638586,22.64915301552946,2026-01-17 08:00:00
กรุงเทพมหานคร,คลองสามวา,สามวาตะวันตก,33.746012369791664,24.63970098300845,2026-01-17 08:00:00
กรุงเทพมหานคร,พระนคร,ศาลเจ้าพ่อเสือ,21.40556526184082,26.253708109894827,2026-01-17 08:00:00
กรุงเทพมหานคร,บางขุนเทียน,ท่าข้าม,22.256744384765625,23.306701343856577,2026-01-17 08:00:00
กรุงเทพมหานคร,ดอนเมือง,ดอนเมือง,30.972007349917764,27.445885386589925,2026-01-17 08:00:00
กรุงเทพมหานคร,บางเขน,ท่าแร้ง,31.710801068474264,26.23164792623038,2026-01-17 08:00:00
กรุงเทพมหานคร,ดอนเมือง,สนามบิน,32.0736279296875,27.34491986812185,2026-01-17 08:00:00
กรุงเทพมหานคร,คันนายาว,คันนายาว,31.883894486860797,27.647354973419525,2026-01-17 08:00:00
กรุงเทพมหานคร,บางพลัด,บางยี่ขัน,22.171405792236328,24.991642360093433,2026-01-17 08:00:00
กรุงเทพมหานคร,วัฒนา,พระโขนงเหนือ,24.369398498535155,29.476419825979022,2026-01-17 08:00:00
กรุงเทพมหานคร,ลาดกระบัง,คลองสามประเวศ,31.2922802734375,23.642339440672757,2026-01-17 08:00:00
กรุงเทพมหานคร,ห้วยขวาง,สามเสนนอก,26.487767537434895,22.060188673238002,2026-01-17 08:00:00
กรุงเทพมหานคร,ประเวศ,หนองบอน,25.099952334449405,24.92566002709184,2026-01-17 08:00:00
กรุงเทพมหานคร,ดุสิต,ถนนนครไชยศรี,23.510023850661057,27.492549008356733,2026-01-17 08:00:00
กรุงเทพมหานคร,พระโขนง,พระโขนงใต้,23.723201751708984,24.94634758564081,2026-01-17 08:00:00
กรุงเทพมหานคร,ภาษีเจริญ,บางด้วน,21.81246100531684,23.5450989445106,2026-01-17 08:00:00
กรุงเทพมหานคร,หนองแขม,หนองค้างพลู,24.422028914741848,24.519571964983342,2026-01-17 08:00:00
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,วัดเทพศิรินทร์,21.567991256713867,25.254014579917314,2026-01-17 08:00:00
กรุงเทพมหานคร,ธนบุรี,ตลาดพลู,20.837352752685547,22.161678341366837,2026-01-17 08:00:00
กรุงเทพมหานคร,พญาไท,พญาไท,23.79027811686198,22.03708287638794,2026-01-17 08:00:00
กรุงเทพมหานคร,พระนคร,ชนะสงคราม,21.6235834757487,27.03363088468788,2026-01-17 08:00:00
กรุงเทพมหานคร,ปทุมวัน,ปทุมวัน,22.153762817382812,25.40566218041879,2026-01-17 08:00:00
กรุงเทพมหานคร,พระนคร,วัดสามพระยา,22.00653076171875,27.55726060765166,2026-01-17 08:00:00
กรุงเทพมหานคร,ทุ่งครุ,บางมด,20.7994673879523,22.511984657101205,2026-01-17 08:00:00
กรุงเทพมหานคร,ลาดกระบัง,คลองสองต้นนุ่น,30.246221923828124,24.028402571369373,2026-01-17 08:00:00
กรุงเทพมหานคร,บางนา,บางนาเหนือ,23.94158363342285,22.47597641353175,2026-01-17 08:00:00
กรุงเทพมหานคร,ภาษีเจริญ,คลองขวาง,22.431299845377605,24.3354113918819,2026-01-17 08:00:00
กรุงเทพมหานคร,จอมทอง,จอมทอง,20.672220083383415,27.11645733817079,2026-01-17 08:00:00
กรุงเทพมหานคร,คลองสาน,สมเด็จเจ้าพระยา,20.980706787109376,21.8421588033107,2026-01-17 08:00:00
กรุงเทพมหานคร,สวนหลวง,สวนหลวง,25.36956024169922,24.945074078156185,2026-01-17 08:00:00
กรุงเทพมหานคร,ดินแดง,รัชดาภิเษก,25.74078369140625,25.09310486767481,2026-01-17 08:00:00
กรุงเทพมหานคร,ราชเทวี,ถนนเพชรบุรี,22.280563354492188,27.55530558084132,2026-01-17 08:00:00
กรุงเทพมหานคร,ราษฎร์บูรณะ,บางปะกอก,20.456832885742188,24.634936302296342,2026-01-17 08:00:00
กรุงเทพมหานคร,หนองจอก,คู้ฝั่งเหนือ,35.42994572566106,25.265988549984232,2026-01-17 08:00:00
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,บ้านบาตร,21.418628692626953,25.17732046226527,2026-01-17 08:00:00
กรุงเทพมหานคร,ตลิ่งชัน,บางพรม,22.386522565569198,22.125747143017634,2026-01-17 08:00:00
กรุงเทพมหานคร,บางคอแหลม,บางโคล่,20.8431396484375,24.93345210937886,2026-01-17 08:00:00
กรุงเทพมหานคร,จตุจักร,เสนานิคม,28.67315673828125,24.842173111980003,2026-01-17 08:00:00
กรุงเทพมหานคร,บึงกุ่ม,นวลจันทร์,30.588749186197916,24.553562179860503,2026-01-17 08:00:00
กรุงเทพมหานคร,บางบอน,บางบอนใต้,23.375680923461914,22.457821048891656,2026-01-17 08:00:00
กรุงเทพมหานคร,สะพานสูง,ทับช้าง,28.54883490668403,26.016918216177274,2026-01-17 08:00:00
กรุงเทพมหานคร,บึงกุ่ม,นวมินทร์,29.604203657670453,24.908477807649053,2026-01-17 08:00:00
กรุงเทพมหานคร,คลองสาน,บางลำภูล่าง,20.673762730189733,22.119328552437043,2026-01-17 08:00:00
กรุงเทพมหานคร,พระนคร,บวรนิเวศ,21.662796020507812,26.246391568223075,2026-01-17 08:00:00
กรุงเทพมหานคร,ลาดกระบัง,ขุมทอง,31.364479758522727,22.266878201492478,2026-01-17 08:00:00
กรุงเทพมหานคร,คลองสามวา,บางชัน,32.90975636449353,23.343308294058172,2026-01-17 08:00:00
กรุงเทพมหานคร,บางซื่อ,วงศ์สว่าง,25.285538736979166,24.754926774059104,2026-01-17 08:00:00
กรุงเทพมหานคร,จตุจักร,จันทรเกษม,27.595281982421874,24.61014478658124,2026-01-17 08:00:00
กรุงเทพมหานคร,พระนคร,ตลาดยอด,21.571842193603516,26.611174264901603,2026-01-17 08:00:00
กรุงเทพมหานคร,คลองสาน,คลองต้นไทร,20.942040579659597,22.119574146280048,2026-01-17 08:00:00
กรุงเทพมหานคร,ตลิ่งชัน,คลองชักพระ,21.907421112060547,22.09935715903349,2026-01-17 08:00:00
กรุงเทพมหานคร,พระโขนง,บางจาก,24.379786900111608,25.083877651358964,2026-01-17 08:00:00
กรุงเทพมหานคร,บางกะปิ,หัวหมาก,27.387863159179688,25.47803205454457,2026-01-17 08:00:00
กรุงเทพมหานคร,คลองสาน,คลองสาน,20.93639373779297,21.974093753397508,2026-01-17 08:00:00
กรุงเทพมหานคร,พระนคร,วังบูรพาภิรมย์,21.25242869059245,26.22335222725017,2026-01-17 08:00:00
กรุงเทพมหานคร,สวนหลวง,อ่อนนุช,25.095774332682293,25.110572130480758,2026-01-17 08:00:00
กรุงเทพมหานคร,บางกอกน้อย,อรุณอมรินทร์,22.11838858468192,23.340778488661034,2026-01-17 08:00:00
กรุงเทพมหานคร,บางกอกน้อย,ศิริราช,21.515945434570312,22.321057114208703,2026-01-17 08:00:00
กรุงเทพมหานคร,ราชเทวี,ทุ่งพญาไท,22.716862269810267,27.133590929319766,2026-01-17 08:00:00
กรุงเทพมหานคร,จตุจักร,จอมพล,26.360024192116477,24.388698177084166,2026-01-17 08:00:00
กรุงเทพมหานคร,คลองสามวา,ทรายกองดินใต้,35.000813802083336,22.848755441244048,2026-01-17 08:00:00
กรุงเทพมหานคร,สาทร,ทุ่งมหาเมฆ,22.02316453721788,24.08860585687496,2026-01-17 08:00:00
กรุงเทพมหานคร,ห้วยขวาง,ห้วยขวาง,25.513613614169035,22.36057736721953,2026-01-17 08:00:00
กรุงเทพมหานคร,ประเวศ,ดอกไม้,25.910172172214676,24.822747114944306,2026-01-17 08:00:00
กรุงเทพมหานคร,คันนายาว,รามอินทรา,31.27271569293478,27.211138570884035,2026-01-17 08:00:00
กรุงเทพมหานคร,หนองจอก,ลำผักชี,34.16219260475852,25.213443619551658,2026-01-17 08:00:00
กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,24.41911198542668,28.576243017322525,2026-01-17 08:00:00
กรุงเทพมหานคร,บางคอแหลม,วัดพระยาไกร,20.661104838053387,24.42126228735074,2026-01-17 08:00:00
กรุงเทพมหานคร,วังทองหลาง,คลองเจ้าคุณสิงห์,28.258807712131077,24.974954702555298,2026-01-17 08:00:00
กรุงเทพมหานคร,จอมทอง,บางมด,20.615870884486608,26.67242213781878,2026-01-17 08:00:00
กรุงเทพมหานคร,บางบอน,คลองบางพราน,22.103103637695312,22.493836988604176,2026-01-17 08:00:00
กรุงเทพมหานคร,ดอนเมือง,สีกัน,31.803385416666668,27.484225891554118,2026-01-17 08:00:00
กรุงเทพมหานคร,ทุ่งครุ,ทุ่งครุ,21.433516963835686,22.538710765547062,2026-01-17 08:00:00
กรุงเทพมหานคร,ดุสิต,สวนจิตรลดา,22.44457753499349,27.558176821695966,2026-01-17 08:00:00
กรุงเทพมหานคร,ลาดกระบัง,ลาดกระบัง,29.607262244591347,24.158381517500885,2026-01-17 08:00:00
กรุงเทพมหานคร,สาทร,ทุ่งวัดดอน,21.2489013671875,24.141162003070477,2026-01-17 08:00:00
กรุงเทพมหานคร,บางพลัด,บางอ้อ,23.473119735717773,24.962716897088082,2026-01-17 08:00:00
กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,วัดโสมนัส,21.90850067138672,25.13958759618997,2026-01-17 08:00:00
กรุงเทพมหานคร,ทวีวัฒนา,ศาลาธรรมสพน์,24.658950805664062,22.630448738476897,2026-01-17 08:00:00
กรุงเทพมหานคร,พระนคร,พระบรมมหาราชวัง,21.414700826009113,22.62313358072687,2026-01-17 08:00:00
กรุงเทพมหานคร,ธนบุรี,หิรัญรูจี,20.78861427307129,21.99091745170799,2026-01-17 08:00:00
กรุงเทพมหานคร,ตลิ่งชัน,บางเชือกหนัง,22.549113464355468,22.188070854748258,2026-01-17 08:00:00
กรุงเทพมหานคร,สัมพันธวงศ์,ตลาดน้อย,21.280349731445312,22.107788076352062,2026-01-17 08:00:00
กรุงเทพมหานคร,ยานนาวา,บางโพงพาง,21.331253051757812,21.911841300935844,2026-01-17 08:00:00
กรุงเทพมหานคร,พระนคร,วัดราชบพิธ,21.334489822387695,26.232566363585757,2026-01-17 08:00:00
กรุงเทพมหานคร,ประเวศ,ประเวศ,27.02729034423828,25.036405520662807,2026-01-17 08:00:00
กรุงเทพมหานคร,หนองจอก,กระทุ่มราย,34.76875,27.41849346504407,2026-01-17 08:00:00
กรุงเทพมหานคร,ธนบุรี,บางยี่เรือ,20.710664367675783,22.034936753440366,2026-01-17 08:00:00
