จังหวัด, PM2.5, PM2.5 เฉลี่ย24ชั่วโมงต่อเนื่อง, เวลา
ปทุมธานี,27.26209865327804,49.0557252517827,2026-01-17 07:00:00
พัทลุง,32.31457738767948,20.350739536090227,2026-01-17 07:00:00
ราชบุรี,29.33035748859822,44.74421675473832,2026-01-17 07:00:00
ขอนแก่น,70.87750016164898,56.552411042211816,2026-01-17 07:00:00
ระนอง,20.30268684202818,17.443628818133217,2026-01-17 07:00:00
เพชรบูรณ์,46.4388427131124,51.62951363822108,2026-01-17 07:00:00
สระแก้ว,38.40039935330155,47.445522579736995,2026-01-17 07:00:00
พิษณุโลก,51.96816228856556,52.65052391694116,2026-01-17 07:00:00
สุโขทัย,36.23111918942488,42.71280951978903,2026-01-17 07:00:00
ตรัง,33.179679796076535,23.078041332916303,2026-01-17 07:00:00
ฉะเชิงเทรา,30.428826289850264,48.96969473299052,2026-01-17 07:00:00
อุตรดิตถ์,40.206670148448914,46.403854440516874,2026-01-17 07:00:00
สระบุรี,51.5144009295553,56.64117990833083,2026-01-17 07:00:00
บึงกาฬ,42.96530692255878,38.94970699221735,2026-01-17 07:00:00
มุกดาหาร,68.6378681771979,47.55738890565956,2026-01-17 07:00:00
สุพรรณบุรี,33.76728272469597,51.13012534258207,2026-01-17 07:00:00
ชัยภูมิ,54.913137473978885,51.59982813527072,2026-01-17 07:00:00
ภูเก็ต,33.231674518496774,19.992174888403138,2026-01-17 07:00:00
สมุทรสงคราม,29.639687223412896,44.586570623101075,2026-01-17 07:00:00
นครราชสีมา,52.64170085699876,50.22995153919239,2026-01-17 07:00:00
ร้อยเอ็ด,75.06097833944119,55.62882451171331,2026-01-17 07:00:00
นครพนม,61.649380352375665,46.20430697961226,2026-01-17 07:00:00
ปัตตานี,33.16180723393822,20.026574530717326,2026-01-17 07:00:00
สิงห์บุรี,61.95242573675297,66.94049084803726,2026-01-17 07:00:00
ระยอง,22.95944374101704,40.90040378339898,2026-01-17 07:00:00
ศรีสะเกษ,64.3253106293801,50.43305133087147,2026-01-17 07:00:00
แพร่,30.560723951804828,36.17709917508511,2026-01-17 07:00:00
อุบลราชธานี,64.12287231454634,50.34525657448287,2026-01-17 07:00:00
สมุทรสาคร,24.53050297871011,43.22072841532844,2026-01-17 07:00:00
สุรินทร์,60.38115868867393,54.95835790787481,2026-01-17 07:00:00
หนองบัวลำภู,64.86288936680387,50.766945460201065,2026-01-17 07:00:00
อ่างทอง,44.65927005357978,59.9246950453339,2026-01-17 07:00:00
นครปฐม,28.307691577305082,48.039346624965425,2026-01-17 07:00:00
พิจิตร,51.73944769946604,52.84804122974774,2026-01-17 07:00:00
อุดรธานี,70.12778968332682,56.3344033031343,2026-01-17 07:00:00
ชัยนาท,60.99886815833954,62.856615031684804,2026-01-17 07:00:00
มหาสารคาม,79.36160265411337,59.71779360568175,2026-01-17 07:00:00
อำนาจเจริญ,62.97413730389376,46.85912336111782,2026-01-17 07:00:00
น่าน,32.17151527653507,36.277549134605444,2026-01-17 07:00:00
ประจวบคีรีขันธ์,22.174327572695304,38.61621434074925,2026-01-17 07:00:00
เชียงราย,17.59572788771142,20.79467292025784,2026-01-17 07:00:00
อ่างทอง,52.82245709004624,58.71175695617472,2026-01-17 08:00:00
สกลนคร,52.43275127525809,45.913693328916004,2026-01-17 08:00:00
สระบุรี,56.851272145452214,56.159838480203,2026-01-17 08:00:00
พระนครศรีอยุธยา,43.45800343376658,54.74395795453784,2026-01-17 08:00:00
ชลบุรี,33.15509502572366,44.450408327119845,2026-01-17 08:00:00
พิษณุโลก,51.25687158481193,52.363912741967205,2026-01-17 08:00:00
หนองคาย,72.69797416177217,62.59032879107365,2026-01-17 08:00:00
เพชรบุรี,30.33803532437475,39.65549730462353,2026-01-17 08:00:00
กรุงเทพมหานคร,28.259733756710663,46.18934567052696,2026-01-17 08:00:00
นครราชสีมา,56.23651707916803,50.24360303654152,2026-01-17 08:00:00
ศรีสะเกษ,64.75962681419618,50.72013876140073,2026-01-17 08:00:00
อุตรดิตถ์,41.11420728776762,46.25847436901736,2026-01-17 08:00:00
เลย,52.116150025700605,47.91619776729802,2026-01-17 08:00:00
ชัยนาท,63.2283539395103,62.09313244959318,2026-01-17 08:00:00
กระบี่,44.341404263064206,21.331220742520582,2026-01-17 08:00:00
สตูล,40.69998350390582,18.84650714703613,2026-01-17 08:00:00
อุบลราชธานี,66.36662768025685,50.92997183640733,2026-01-17 08:00:00
กาญจนบุรี,34.41769546176116,44.00440882577852,2026-01-17 08:00:00
แม่ฮ่องสอน,9.27256597741126,18.053267921559982,2026-01-17 08:00:00
สมุทรสาคร,27.36846785934036,42.3938963072512,2026-01-17 08:00:00
สุราษฎร์ธานี,33.37882706401753,18.393190994915937,2026-01-17 08:00:00
บุรีรัมย์,55.301523400799546,52.74413542513997,2026-01-17 08:00:00
นครนายก,39.04758931132361,43.5553441607328,2026-01-17 08:00:00
ภูเก็ต,44.64323656237591,21.058628672095143,2026-01-17 08:00:00
ชัยภูมิ,56.4926603260115,51.627973698607384,2026-01-17 08:00:00
ลำพูน,19.439792940908717,28.939360043393766,2026-01-17 08:00:00
พิจิตร,50.26913568061374,52.5053101173931,2026-01-17 08:00:00
ชุมพร,22.572009844035467,18.001268533116058,2026-01-17 08:00:00
พังงา,31.64533806024744,18.531792164209026,2026-01-17 08:00:00
ปัตตานี,44.5365883987224,21.350988831293648,2026-01-17 08:00:00
กาฬสินธุ์,76.52173316602608,59.01770740517938,2026-01-17 08:00:00
สมุทรสงคราม,35.01194509675319,43.94942101764562,2026-01-17 08:00:00
สงขลา,29.98581392322186,18.77882521117406,2026-01-17 08:00:00
ลำปาง,24.08036151604737,29.892758599173927,2026-01-17 08:00:00
มุกดาหาร,66.20219114075745,48.69219334225463,2026-01-17 08:00:00
กำแพงเพชร,36.789487470600704,45.09332942324382,2026-01-17 08:00:00
ระนอง,24.820389740937113,17.37835678824183,2026-01-17 08:00:00
อำนาจเจริญ,60.174178876630855,47.717829929673485,2026-01-17 08:00:00
สุรินทร์,63.1674428589099,54.75007894009074,2026-01-17 08:00:00
หนองบัวลำภู,53.40407895516561,50.6711274108137,2026-01-17 08:00:00
เชียงใหม่,12.025044800983453,19.937849497587056,2026-01-17 08:00:00
แพร่,29.25238493390642,36.06551560094483,2026-01-17 08:00:00
นครปฐม,29.85230539410104,47.05437122915765,2026-01-17 08:00:00
สิงห์บุรี,64.0846872088047,66.05214612671317,2026-01-17 08:00:00
บึงกาฬ,41.13379535253005,39.20863980491122,2026-01-17 08:00:00
ตรัง,44.55622262742078,24.366426103712925,2026-01-17 08:00:00
ตราด,37.33476754019199,42.39724288910633,2026-01-17 08:00:00
นครศรีธรรมราช,43.59051656398075,19.38784189653838,2026-01-17 08:00:00
สระแก้ว,44.91395246324614,47.02471714383369,2026-01-17 08:00:00
นครสวรรค์,46.1431800782226,51.84949642641186,2026-01-17 08:00:00
นครพนม,63.071682609445155,47.21884315873543,2026-01-17 08:00:00
อุทัยธานี,43.980383631448305,48.59701604015532,2026-01-17 08:00:00
ยโสธร,63.731577036552245,48.677012595083056,2026-01-17 08:00:00
จันทบุรี,34.33038320676001,40.69790990297341,2026-01-17 08:00:00
เชียงราย,15.418561248778033,20.883142221714085,2026-01-17 08:00:00
เพชรบูรณ์,49.77804935501484,51.35640336273443,2026-01-17 08:00:00
ยะลา,44.51447480309194,22.362195062716722,2026-01-17 08:00:00
มหาสารคาม,80.70566542961329,60.16048529861151,2026-01-17 08:00:00
ร้อยเอ็ด,76.89650816827266,55.800515632569365,2026-01-17 08:00:00
สุพรรณบุรี,37.12459137201358,50.11571946893162,2026-01-17 08:00:00
ลพบุรี,55.91486546962462,58.02681464393313,2026-01-17 08:00:00
สมุทรปราการ,25.811318511548244,43.853859315904536,2026-01-17 08:00:00
ประจวบคีรีขันธ์,26.864266188309482,37.9164895409563,2026-01-17 08:00:00
ฉะเชิงเทรา,37.90304682052173,48.07797086924315,2026-01-17 08:00:00
อุดรธานี,64.335576207843,56.29468790428439,2026-01-17 08:00:00
นราธิวาส,44.60804478818196,20.310549270376214,2026-01-17 08:00:00
น่าน,31.371220598946472,36.228999291083845,2026-01-17 08:00:00
พัทลุง,39.884873618226216,21.448570495123565,2026-01-17 08:00:00
ราชบุรี,34.41789316963512,43.97467107555653,2026-01-17 08:00:00
ปราจีนบุรี,44.19868359739536,49.002555210116434,2026-01-17 08:00:00
ขอนแก่น,69.64154117288997,56.97553496384919,2026-01-17 08:00:00
นนทบุรี,26.32802625189106,44.56461595344562,2026-01-17 08:00:00
ตาก,31.031121687279587,37.33449983242125,2026-01-17 08:00:00
ปทุมธานี,32.57500856252922,48.19135967390881,2026-01-17 08:00:00
ระยอง,26.999932034533305,39.791872977130076,2026-01-17 08:00:00
สุโขทัย,35.27117688465197,42.419472427257304,2026-01-17 08:00:00
พะเยา,25.49701591811334,28.434275814753878,2026-01-17 08:00:00
สงขลา,28.506296692747615,18.886535510196655,2026-01-17 09:00:00
พะเยา,22.17395737278961,28.217841195962848,2026-01-17 09:00:00
ชุมพร,25.576407070198062,18.149924900099034,2026-01-17 09:00:00
นครราชสีมา,55.90631719277535,50.11045585005764,2026-01-17 09:00:00
ปราจีนบุรี,44.28948270262284,48.287510520195845,2026-01-17 09:00:00
สมุทรสงคราม,39.470237396083895,43.355213031387024,2026-01-17 09:00:00
ตาก,32.314554062357345,36.931713954297095,2026-01-17 09:00:00
พิจิตร,46.99137949465521,52.09002691201792,2026-01-17 09:00:00
สุพรรณบุรี,37.43417877128519,49.081199379188824,2026-01-17 09:00:00
แพร่,25.27857295842173,35.77585156521611,2026-01-17 09:00:00
อำนาจเจริญ,70.54381665751046,49.02471575393118,2026-01-17 09:00:00
แม่ฮ่องสอน,10.287228976987853,18.061951491056686,2026-01-17 09:00:00
สตูล,38.138618727678285,19.91189958751279,2026-01-17 09:00:00
กรุงเทพมหานคร,31.612583665595206,45.24309689548079,2026-01-17 09:00:00
สมุทรปราการ,30.443980730124416,43.086666821159724,2026-01-17 09:00:00
ยะลา,41.08145418567182,23.261988019887156,2026-01-17 09:00:00
สุโขทัย,33.27321800724442,42.12254469271955,2026-01-17 09:00:00
นราธิวาส,41.09498829591967,21.367075146831354,2026-01-17 09:00:00
ราชบุรี,35.11108951281727,43.15185021262344,2026-01-17 09:00:00
พัทลุง,37.585633064088235,22.504979875711914,2026-01-17 09:00:00
ปทุมธานี,36.466751184429846,47.34270145025974,2026-01-17 09:00:00
พิษณุโลก,51.45532605533146,52.08748501837027,2026-01-17 09:00:00
สระบุรี,56.505822638306064,55.60047573778504,2026-01-17 09:00:00
ชัยภูมิ,54.87377399171309,51.412593421854446,2026-01-17 09:00:00
บึงกาฬ,43.416647727446474,39.68100790766324,2026-01-17 09:00:00
ปัตตานี,41.11588034750647,22.044970160855375,2026-01-17 09:00:00
มุกดาหาร,72.45333514824739,49.99024015428574,2026-01-17 09:00:00
นครพนม,73.56746983798912,48.71443675841574,2026-01-17 09:00:00
ลพบุรี,56.833640434586044,57.46033629176011,2026-01-17 09:00:00
ร้อยเอ็ด,79.57730825460321,56.29416759229306,2026-01-17 09:00:00
สกลนคร,56.02813186132845,46.27197721060826,2026-01-17 09:00:00
ตรัง,41.05269216470589,24.926994232871284,2026-01-17 09:00:00
ศรีสะเกษ,70.7138965476528,51.387033172009865,2026-01-17 09:00:00
นครปฐม,30.76561380633893,46.06225260061975,2026-01-17 09:00:00
สุรินทร์,64.1275164148122,54.442380220672256,2026-01-17 09:00:00
อุดรธานี,61.66698357652093,56.03862444375256,2026-01-17 09:00:00
ชัยนาท,67.9965248787039,61.482920088540176,2026-01-17 09:00:00
เลย,54.96669400266702,48.05139821390523,2026-01-17 09:00:00
เชียงราย,15.206440733421069,20.905057540007938,2026-01-17 09:00:00
หนองคาย,70.16278841846639,61.90823186513389,2026-01-17 09:00:00
นนทบุรี,28.403929339327416,43.653767594179165,2026-01-17 09:00:00
ชลบุรี,38.633584909395566,43.776695970560276,2026-01-17 09:00:00
เพชรบุรี,32.867310678005715,39.0244489152092,2026-01-17 09:00:00
กระบี่,39.11013329364639,22.093674269064234,2026-01-17 09:00:00
กาญจนบุรี,35.55326030005555,43.16789092202714,2026-01-17 09:00:00
นครนายก,39.20812968690204,43.32610967471181,2026-01-17 09:00:00
กาฬสินธุ์,76.71905415974551,59.16561698845508,2026-01-17 09:00:00
กำแพงเพชร,35.36042456738154,44.37063318323708,2026-01-17 09:00:00
นครศรีธรรมราช,37.955927162426214,20.09150780026847,2026-01-17 09:00:00
สุราษฎร์ธานี,26.7001667183316,18.437685967964978,2026-01-17 09:00:00
ขอนแก่น,68.84136166601957,57.290123057757036,2026-01-17 09:00:00
นครสวรรค์,46.81856749267432,51.21947398966907,2026-01-17 09:00:00
ลำพูน,27.980837904467833,28.92475333031841,2026-01-17 09:00:00
บุรีรัมย์,54.89564527526073,52.39633079257455,2026-01-17 09:00:00
อุบลราชธานี,76.77473788808291,51.96641061382649,2026-01-17 09:00:00
มหาสารคาม,81.86380138561674,60.583230869579246,2026-01-17 09:00:00
ลำปาง,22.69853183720143,29.639966556337736,2026-01-17 09:00:00
พระนครศรีอยุธยา,44.03217785492286,53.64047497479831,2026-01-17 09:00:00
สมุทรสาคร,28.3614730838404,41.52788011354074,2026-01-17 09:00:00
ภูเก็ต,41.10724179440284,21.92321937636797,2026-01-17 09:00:00
ระยอง,31.487051629913037,39.03986562848741,2026-01-17 09:00:00
อ่างทอง,54.35116470829394,57.64642479260553,2026-01-17 09:00:00
สิงห์บุรี,67.70707278640414,65.06382772919416,2026-01-17 09:00:00
ระนอง,26.865128375304824,17.406313419664258,2026-01-17 09:00:00
ตราด,38.09555560237178,41.85077587644775,2026-01-17 09:00:00
อุตรดิตถ์,41.20158504652188,46.17411822907749,2026-01-17 09:00:00
ยโสธร,69.76404442604809,49.39181581578123,2026-01-17 09:00:00
สระแก้ว,47.15377640114783,46.63847933516286,2026-01-17 09:00:00
อุทัยธานี,45.6398800939401,47.86997232559056,2026-01-17 09:00:00
เชียงใหม่,15.466136207697769,20.048221288534446,2026-01-17 09:00:00
น่าน,30.598770763391972,36.11021548804417,2026-01-17 09:00:00
เพชรบูรณ์,51.154839488690065,50.97393778068738,2026-01-17 09:00:00
พังงา,27.104880279708944,18.69077256823736,2026-01-17 09:00:00
จันทบุรี,35.53423583221657,40.1413944897517,2026-01-17 09:00:00
ประจวบคีรีขันธ์,30.513401499789385,37.316779514700066,2026-01-17 09:00:00
หนองบัวลำภู,50.96262125534653,50.5296052490804,2026-01-17 09:00:00
ฉะเชิงเทรา,40.93435305043358,47.16612633764145,2026-01-17 09:00:00
ลำปาง,21.484402331842148,29.259105073673396,2026-01-17 10:00:00
นครนายก,37.22653562990974,42.91515794595177,2026-01-17 10:00:00
สุรินทร์,65.70573181714488,54.25565176240175,2026-01-17 10:00:00
ระยอง,36.86718737949081,38.40439457996268,2026-01-17 10:00:00
สมุทรสงคราม,43.15274548932123,42.54899650103527,2026-01-17 10:00:00
นครศรีธรรมราช,18.9348784953583,19.952368133657032,2026-01-17 10:00:00
นครปฐม,34.58171906935727,45.12243608084825,2026-01-17 10:00:00
สุโขทัย,28.77038613681165,41.64351489347837,2026-01-17 10:00:00
หนองคาย,55.897185938380005,60.718315795945784,2026-01-17 10:00:00
ราชบุรี,44.28718370934439,42.64316196434334,2026-01-17 10:00:00
สมุทรสาคร,41.888948099233794,40.88978908015842,2026-01-17 10:00:00
ปัตตานี,18.035395436877213,21.57146784832214,2026-01-17 10:00:00
สิงห์บุรี,41.472013108352236,63.041024656867116,2026-01-17 10:00:00
ศรีสะเกษ,62.0611022950759,51.75649189677585,2026-01-17 10:00:00
ประจวบคีรีขันธ์,32.44850705061136,36.69411693556216,2026-01-17 10:00:00
ชัยภูมิ,56.43697817122874,51.2738923939975,2026-01-17 10:00:00
นครพนม,52.574987320252376,49.217218427469426,2026-01-17 10:00:00
ตรัง,18.943933177877945,24.54908494021004,2026-01-17 10:00:00
พะเยา,29.211780433334177,28.21714883773549,2026-01-17 10:00:00
ร้อยเอ็ด,67.30453677713663,56.55784185656088,2026-01-17 10:00:00
หนองบัวลำภู,45.02297147808607,50.24802546356573,2026-01-17 10:00:00
พังงา,19.935107126955092,18.445878384692342,2026-01-17 10:00:00
เพชรบูรณ์,54.732041884786476,50.870681769834526,2026-01-17 10:00:00
สกลนคร,50.39140059250057,46.42199878899215,2026-01-17 10:00:00
อุตรดิตถ์,36.920539163800555,45.88926056953764,2026-01-17 10:00:00
บึงกาฬ,41.803108963034305,39.92369899421451,2026-01-17 10:00:00
มุกดาหาร,49.687148752770774,50.40795203806272,2026-01-17 10:00:00
พัทลุง,21.655381864564582,22.006205561265915,2026-01-17 10:00:00
ชุมพร,18.04644581103261,17.920897459430634,2026-01-17 10:00:00
ตราด,40.157869125336525,41.48553013411131,2026-01-17 10:00:00
พิษณุโลก,44.417096950998975,51.638041943346984,2026-01-17 10:00:00
ระนอง,17.953406724175164,17.074775840967565,2026-01-17 10:00:00
ภูเก็ต,21.532917287630912,21.49158596746273,2026-01-17 10:00:00
น่าน,26.567096158852536,35.64233680300213,2026-01-17 10:00:00
อุทัยธานี,37.2301629470099,46.849532689359926,2026-01-17 10:00:00
ปทุมธานี,26.37382575899291,45.89215409114369,2026-01-17 10:00:00
อุบลราชธานี,60.311500200319536,52.37840934480996,2026-01-17 10:00:00
นครราชสีมา,56.15566125281499,49.919028945864845,2026-01-17 10:00:00
สมุทรปราการ,35.56937758792704,42.29561924580258,2026-01-17 10:00:00
แม่ฮ่องสอน,27.17626966312014,18.725985228370885,2026-01-17 10:00:00
จันทบุรี,45.266237530576696,39.94749569697168,2026-01-17 10:00:00
นราธิวาส,20.111096589336288,21.399943450484745,2026-01-17 10:00:00
สระบุรี,39.94094135729012,54.34949501011783,2026-01-17 10:00:00
สตูล,20.75277218157673,20.11459197382831,2026-01-17 10:00:00
ตาก,26.506438933334717,36.17207083743812,2026-01-17 10:00:00
พระนครศรีอยุธยา,33.26407256373202,52.304430230033354,2026-01-17 10:00:00
ยโสธร,57.66679268047404,49.97183480340998,2026-01-17 10:00:00
แพร่,29.696851225413745,35.596686707637254,2026-01-17 10:00:00
อำนาจเจริญ,58.105090792205125,49.83466123567661,2026-01-17 10:00:00
พิจิตร,46.58230214777992,51.73812805167301,2026-01-17 10:00:00
นครสวรรค์,45.87939693724499,50.54950436455862,2026-01-17 10:00:00
ยะลา,19.18217277538782,23.111688250333682,2026-01-17 10:00:00
ฉะเชิงเทรา,47.047421564592184,46.45948195841955,2026-01-17 10:00:00
ขอนแก่น,52.28139718984579,56.94780359332784,2026-01-17 10:00:00
เชียงใหม่,23.55316422640232,20.42441793699506,2026-01-17 10:00:00
ลำพูน,20.563209004519727,28.552454152529133,2026-01-17 10:00:00
สงขลา,20.21722986424755,18.624283270194557,2026-01-17 10:00:00
กำแพงเพชร,34.98729115611975,43.494019790930714,2026-01-17 10:00:00
เลย,38.9239579006203,47.54149091409107,2026-01-17 10:00:00
กระบี่,21.487325168991344,22.169157486587256,2026-01-17 10:00:00
อ่างทอง,40.33167130120924,56.26730467116861,2026-01-17 10:00:00
กาฬสินธุ์,50.14557147692871,58.41380302714458,2026-01-17 10:00:00
สุพรรณบุรี,38.38904286892069,48.08998540811286,2026-01-17 10:00:00
กาญจนบุรี,44.95494487958515,42.68177243164965,2026-01-17 10:00:00
เพชรบุรี,39.132869961345925,38.532883796736016,2026-01-17 10:00:00
บุรีรัมย์,60.2357155683968,52.08537117214545,2026-01-17 10:00:00
สุราษฎร์ธานี,18.309375846340718,18.0586566301066,2026-01-17 10:00:00
ลพบุรี,49.23698678038496,56.53324485496814,2026-01-17 10:00:00
มหาสารคาม,60.16431023740142,60.15738096982138,2026-01-17 10:00:00
กรุงเทพมหานคร,29.44546426361534,43.94950731922924,2026-01-17 10:00:00
นนทบุรี,25.43781301101163,42.440062096191404,2026-01-17 10:00:00
เชียงราย,26.437915197065454,21.202466405082443,2026-01-17 10:00:00
ชลบุรี,40.646189245767204,43.111418662345976,2026-01-17 10:00:00
ชัยนาท,45.27844979289772,60.11944761567923,2026-01-17 10:00:00
อุดรธานี,48.31564764529098,55.242377053431596,2026-01-17 10:00:00
สระแก้ว,57.349694833827385,46.61083688180682,2026-01-17 10:00:00
ปราจีนบุรี,54.909203358080134,47.982179693100626,2026-01-17 10:00:00
กาญจนบุรี,36.247440459652395,41.64094285809538,2026-01-17 11:00:00
สกลนคร,59.06799213731324,47.03308511147147,2026-01-17 11:00:00
ตรัง,16.241955630782446,23.70368193844341,2026-01-17 11:00:00
สระแก้ว,41.847839502915974,45.786897220550486,2026-01-17 11:00:00
พระนครศรีอยุธยา,37.845377718364276,50.9562289835605,2026-01-17 11:00:00
สุโขทัย,42.19558559617154,41.68554941792933,2026-01-17 11:00:00
หนองคาย,48.34068983401339,59.27572014714597,2026-01-17 11:00:00
ลพบุรี,46.26172156031889,55.36023361599991,2026-01-17 11:00:00
อ่างทอง,38.48649109801521,54.67074271851717,2026-01-17 11:00:00
ภูเก็ต,16.19167779834446,20.714984598915112,2026-01-17 11:00:00
จันทบุรี,38.348440011537335,39.29522219675969,2026-01-17 11:00:00
นราธิวาส,16.26153153102582,20.603301346275913,2026-01-17 11:00:00
พิจิตร,46.14469416184074,51.156148771882904,2026-01-17 11:00:00
ปทุมธานี,36.442351467053484,44.528390790550496,2026-01-17 11:00:00
พิษณุโลก,42.01648713085834,50.970734745789684,2026-01-17 11:00:00
กรุงเทพมหานคร,36.03282766654343,42.624991228948986,2026-01-17 11:00:00
พัทลุง,16.859314009619762,21.25951668660697,2026-01-17 11:00:00
บึงกาฬ,53.88181658419259,40.75412858976774,2026-01-17 11:00:00
มุกดาหาร,58.02341026675565,51.23755306971173,2026-01-17 11:00:00
ร้อยเอ็ด,57.89451853646202,56.578263944793314,2026-01-17 11:00:00
นครศรีธรรมราช,16.33404854609764,19.440974838739177,2026-01-17 11:00:00
ศรีสะเกษ,52.9239455164085,51.78139189468223,2026-01-17 11:00:00
นครพนม,59.16318257833949,50.09537336713782,2026-01-17 11:00:00
นครปฐม,36.473712237863175,43.93733913734226,2026-01-17 11:00:00
สุรินทร์,54.48589794284618,53.74935399680114,2026-01-17 11:00:00
อุดรธานี,48.98343125225109,54.49634570893003,2026-01-17 11:00:00
ชัยนาท,42.947687507101136,58.49514504645047,2026-01-17 11:00:00
เชียงราย,34.4290369073501,21.879770200206423,2026-01-17 11:00:00
ชลบุรี,36.0335753306392,42.02778603972341,2026-01-17 11:00:00
เพชรบุรี,31.3710865925049,37.52735635686907,2026-01-17 11:00:00
กาฬสินธุ์,55.20959436491633,58.07218847939324,2026-01-17 11:00:00
กระบี่,16.19435123457516,21.641523804774366,2026-01-17 11:00:00
กำแพงเพชร,42.21380174722266,42.816438849232036,2026-01-17 11:00:00
สงขลา,16.389920760213588,18.284167145455836,2026-01-17 11:00:00
นครสวรรค์,45.95577521026147,49.7155123696644,2026-01-17 11:00:00
ลำพูน,37.05532905857993,28.965262501323156,2026-01-17 11:00:00
ลำปาง,37.26478930751768,29.62888761730926,2026-01-17 11:00:00
บุรีรัมย์,54.73307690683403,51.55668249311779,2026-01-17 11:00:00
มหาสารคาม,53.43735742462621,59.45944030168292,2026-01-17 11:00:00
ระยอง,39.130524836733386,37.86679969861779,2026-01-17 11:00:00
สมุทรสาคร,33.82477708843793,39.57002256632384,2026-01-17 11:00:00
สิงห์บุรี,42.30316909364855,61.07384360784769,2026-01-17 11:00:00
เลย,37.612763771751716,46.936335093597876,2026-01-17 11:00:00
อุตรดิตถ์,36.831570666832164,45.49533261188944,2026-01-17 11:00:00
ระนอง,16.37107937541227,16.95342715603707,2026-01-17 11:00:00
อุทัยธานี,37.34571293535014,45.67794595825115,2026-01-17 11:00:00
ตาก,35.202618550562576,35.63893024516529,2026-01-17 11:00:00
ยโสธร,56.668687423432864,50.62007202060912,2026-01-17 11:00:00
เชียงใหม่,33.00865957582041,21.227774653751997,2026-01-17 11:00:00
เพชรบูรณ์,46.578986168671676,50.30180412515303,2026-01-17 11:00:00
พังงา,16.205008238230647,18.00051600574578,2026-01-17 11:00:00
พะเยา,34.639233546272976,28.525798950944196,2026-01-17 11:00:00
ฉะเชิงเทรา,39.224137554108566,45.27843872334274,2026-01-17 11:00:00
นครราชสีมา,51.77982044285562,49.44819160010733,2026-01-17 11:00:00
ประจวบคีรีขันธ์,31.876035038212443,35.88270745863225,2026-01-17 11:00:00
ชุมพร,16.594083879683904,17.73495040129527,2026-01-17 11:00:00
ปราจีนบุรี,43.050585927547424,47.11423442121287,2026-01-17 11:00:00
แพร่,36.94327727151409,35.77400095327693,2026-01-17 11:00:00
สุพรรณบุรี,37.094085566412126,46.787375003105495,2026-01-17 11:00:00
อำนาจเจริญ,55.817325987988575,50.51025382688267,2026-01-17 11:00:00
สตูล,16.21019067059733,19.333676243901653,2026-01-17 11:00:00
แม่ฮ่องสอน,31.184574826637853,19.559064869331607,2026-01-17 11:00:00
สมุทรปราการ,31.598149342085144,41.03993628999158,2026-01-17 11:00:00
ยะลา,16.517481790822437,22.276070990878356,2026-01-17 11:00:00
สมุทรสงคราม,32.26605887571947,41.03254385803087,2026-01-17 11:00:00
หนองบัวลำภู,44.75571858212002,49.98946493614068,2026-01-17 11:00:00
น่าน,32.49710865927695,35.41966790866929,2026-01-17 11:00:00
อุบลราชธานี,53.28361578014678,52.493060094856354,2026-01-17 11:00:00
สุราษฎร์ธานี,16.794672148399684,17.685942070958678,2026-01-17 11:00:00
ตราด,36.020822182279964,40.5150788592366,2026-01-17 11:00:00
นครนายก,40.53575077185514,42.47395414357326,2026-01-17 11:00:00
นนทบุรี,34.419602029337604,41.310588536517834,2026-01-17 11:00:00
ปัตตานี,16.157738172045306,20.716745883631145,2026-01-17 11:00:00
ชัยภูมิ,45.43742244773812,50.5421336641408,2026-01-17 11:00:00
ราชบุรี,35.639215594415305,41.517087634009144,2026-01-17 11:00:00
สระบุรี,45.12669161625207,53.20619180850121,2026-01-17 11:00:00
ขอนแก่น,48.9590300080649,56.429260979470506,2026-01-17 11:00:00
หนองบัวลำภู,43.5861344823687,49.82403897148516,2026-01-17 12:00:00
นราธิวาส,14.429736254691766,19.723784598013903,2026-01-17 12:00:00
นครราชสีมา,49.35475637024149,48.54956619066157,2026-01-17 12:00:00
ฉะเชิงเทรา,39.75260909522525,43.6942244564218,2026-01-17 12:00:00
พะเยา,37.06680678141623,28.871498175595445,2026-01-17 12:00:00
จันทบุรี,35.80339796771392,38.231925864454304,2026-01-17 12:00:00
พังงา,15.766484645978506,17.578175407034394,2026-01-17 12:00:00
ประจวบคีรีขันธ์,27.337383742668077,34.44956177830876,2026-01-17 12:00:00
เพชรบูรณ์,44.070888076433896,49.43704598647222,2026-01-17 12:00:00
เชียงใหม่,32.82231517618662,21.808683004412895,2026-01-17 12:00:00
ยโสธร,50.11261719263922,51.0094627836555,2026-01-17 12:00:00
อุบลราชธานี,46.59977776681271,52.166996595528424,2026-01-17 12:00:00
สระบุรี,42.80644520927032,51.49763053474167,2026-01-17 12:00:00
ระนอง,14.995351703491027,16.815803410926566,2026-01-17 12:00:00
อุทัยธานี,34.15883027051367,43.980878317178785,2026-01-17 12:00:00
เลย,37.43897949660145,46.13003910198504,2026-01-17 12:00:00
อุตรดิตถ์,33.47623834348414,44.965119697470726,2026-01-17 12:00:00
สิงห์บุรี,38.12882430686871,58.48849403403029,2026-01-17 12:00:00
พระนครศรีอยุธยา,36.597720928373256,49.087320926809745,2026-01-17 12:00:00
สมุทรสาคร,31.707452001557606,37.85120517623124,2026-01-17 12:00:00
ระยอง,38.151755720609195,36.91380732824749,2026-01-17 12:00:00
